🔪 1F52A 菜刀
🏺 1F3FA 双耳瓶
🌍 1F30D 地球上的欧洲非洲
🌎 1F30E 地球上的美洲
🌏 1F30F 地球上的亚洲澳洲
🌐 1F310 带经纬线的地球
🗺 1F5FA 世界地图
🗾 1F5FE 日本地图
🧭 1F9ED 指南针
🏔 1F3D4 雪山
⛰ 26F0 山
🌋 1F30B 火山
🗻 1F5FB 富士山
🏕 1F3D5 露营
🏖 1F3D6 沙滩伞
🏜 1F3DC 沙漠
🏝 1F3DD 无人荒岛
🏞 1F3DE 国家公园
🏟 1F3DF 体育馆
🏛 1F3DB 古典建筑
🏗 1F3D7 施工
🧱 1F9F1 砖
🪨 1FAA8 岩石
🪵 1FAB5 木头
🛖 1F6D6 小屋
🏘 1F3D8 房屋建筑
🏚 1F3DA 废墟
🏠 1F3E0 房子
🏡 1F3E1 别墅
🏢 1F3E2 办公楼
🏣 1F3E3 日本邮局
🏤 1F3E4 邮局
🏥 1F3E5 医院
🏦 1F3E6 银行
🏨 1F3E8 酒店
🏩 1F3E9 情人酒店
🏪 1F3EA 便利店
🏫 1F3EB 学校
🏬 1F3EC 商场
🏭 1F3ED 工厂
🏯 1F3EF 日本城堡
🏰 1F3F0 欧洲城堡
💒 1F492 婚礼
🗼 1F5FC 东京塔
🗽 1F5FD 自由女神像
⛪ 26EA 教堂
🕌 1F54C 清真寺
🛕 1F6D5 印度寺庙
🕍 1F54D 犹太教堂
⛩ 26E9 神社
🕋 1F54B 克尔白
⛲ 26F2 喷泉
⛺ 26FA 帐篷
🌁 1F301 有雾
🌃 1F303 夜晚
🏙 1F3D9 城市风光
🌄 1F304 山顶日出
🌅 1F305 日出
🌆 1F306 城市黄昏
🌇 1F307 日落
🌉 1F309 夜幕下的桥
♨ 2668 温泉
🎠 1F3A0 旋转木马
🎡 1F3A1 摩天轮
🎢 1F3A2 过山车
💈 1F488 理发店
🎪 1F3AA 马戏团帐篷
🚂 1F682 蒸汽火车
🚃 1F683 轨道车
🚄 1F684 高速列车
🚅 1F685 子弹头高速列车
🚆 1F686 火车
🚇 1F687 地铁
🚈 1F688 轻轨
🚉 1F689 车站
🚊 1F68A 路面电车
🚝 1F69D 单轨
🚞 1F69E 山区铁路
🚋 1F68B 有轨电车
🚌 1F68C 公交车
🚍 1F68D 迎面驶来的公交车
🚎 1F68E 无轨电车
🚐 1F690 小巴
🚑 1F691 救护车
🚒 1F692 消防车
🚓 1F693 警车
🚔 1F694 迎面驶来的警车
🚕 1F695 出租车
🚖 1F696 迎面驶来的出租车
🚗 1F697 汽车
🚘 1F698 迎面驶来的汽车
🚙 1F699 运动型多用途车
🛻 1F6FB 敞蓬小型载货卡车
🚚 1F69A 货车
🚛 1F69B 铰接式货车
🚜 1F69C 拖拉机
🏎 1F3CE 赛车
🏍 1F3CD 摩托车
🛵 1F6F5 小型摩托车
🦽 1F9BD 手动轮椅
🦼 1F9BC 电动轮椅
🛺 1F6FA 三轮摩托车
🚲 1F6B2 自行车
🛴 1F6F4 滑板车
🛹 1F6F9 滑板
🛼 1F6FC 四轮滑冰鞋
🚏 1F68F 公交车站
🛣 1F6E3 高速公路
🛤 1F6E4 铁轨
🛢 1F6E2 石油桶
⛽ 26FD 油泵
🚨 1F6A8 警车灯
🚥 1F6A5 横向的红绿灯
🚦 1F6A6 纵向的红绿灯
🛑 1F6D1 停止标志
🚧 1F6A7 路障
⚓ 2693 锚
⛵ 26F5 帆船
🛶 1F6F6 独木舟
🚤 1F6A4 快艇
🛳 1F6F3 客轮
⛴ 26F4 渡轮
🛥 1F6E5 摩托艇
🚢 1F6A2 船
✈ 2708 飞机
🛩 1F6E9 小型飞机
🛫 1F6EB 航班起飞
🛬 1F6EC 航班降落
🪂 1FA82 降落伞
💺 1F4BA 座位
🚁 1F681 直升机
🚟 1F69F 空轨
🚠 1F6A0 缆车
🚡 1F6A1 索道
🛰 1F6F0 卫星
🚀 1F680 火箭
🛸 1F6F8 飞碟
🛎 1F6CE 服务铃
🧳 1F9F3 行李箱
⌛ 231B 沙漏
⏳ 23F3 沙正往下流的沙漏
⌚ 231A 手表
⏰ 23F0 闹钟
⏱ 23F1 秒表
⏲ 23F2 定时器
🕰 1F570 座钟
🕛 1F55B 十二点
🕧 1F567 十二点半
🕐 1F550 一点
🕜 1F55C 一点半
🕑 1F551 两点
🕝 1F55D 两点半
🕒 1F552 三点
🕞 1F55E 三点半
🕓 1F553 四点
🕟 1F55F 四点半
🕔 1F554 五点
🕠 1F560 五点半
🕕 1F555 六点
🕡 1F561 六点半
🕖 1F556 七点
🕢 1F562 七点半
🕗 1F557 八点
🕣 1F563 八点半
🕘 1F558 九点
🕤 1F564 九点半
🕙 1F559 十点
🕥 1F565 十点半
🕚 1F55A 十一点
🕦 1F566 十一点半
🌑 1F311 朔月
🌒 1F312 娥眉月
🌓 1F313 上弦月
🌔 1F314 盈凸月
🌕 1F315 满月
🌖 1F316 亏凸月
🌗 1F317 下弦月
🌘 1F318 残月
🌙 1F319 弯月
🌚 1F31A 微笑的朔月
🌛 1F31B 微笑的上弦月
🌜 1F31C 微笑的下弦月
🌡 1F321 温度计
☀ 2600 太阳
🌝 1F31D 微笑的月亮
🌞 1F31E 微笑的太阳
🪐 1FA90 有环行星
⭐ 2B50 星星
🌟 1F31F 闪亮的星星
🌠 1F320 流星
🌌 1F30C 银河
☁ 2601 云
⛅ 26C5 阴
⛈ 26C8 雷阵雨
🌤 1F324 晴偶有云
🌥 1F325 多云
🌦 1F326 晴转雨
🌧 1F327 下雨
🌨 1F328 下雪
🌩 1F329 打雷
🌪 1F32A 龙卷风
🌫 1F32B 雾
🌬 1F32C 大风
🌀 1F300 台风
🌈 1F308 彩虹
🌂 1F302 收起的伞
☂ 2602 伞
☔ 2614 雨伞
⛱ 26F1 阳伞
⚡ 26A1 高压
❄ 2744 雪花
☃ 2603 雪与雪人
⛄ 26C4 雪人
☄ 2604 彗星
🔥 1F525 火焰
💧 1F4A7 水滴
🌊 1F30A 浪花
🎃 1F383 南瓜灯
🎄 1F384 圣诞树
🎆 1F386 焰火
🎇 1F387 烟花
🧨 1F9E8 爆竹
✨ 2728 闪亮
🎈 1F388 气球
🎉 1F389 拉炮彩带
🎊 1F38A 五彩纸屑球
🎋 1F38B 七夕树
🎍 1F38D 门松
🎎 1F38E 日本人形
🎏 1F38F 鲤鱼旗
🎐 1F390 风铃
🎑 1F391 赏月
🧧 1F9E7 红包
🎀 1F380 蝴蝶结
🎁 1F381 礼物
🎗 1F397 提示丝带
🎟 1F39F 入场券
🎫 1F3AB 票
🎖 1F396 军功章
🏆 1F3C6 奖杯
🏅 1F3C5 奖牌
🥇 1F947 金牌
🥈 1F948 银牌
🥉 1F949 铜牌
⚽ 26BD 足球
⚾ 26BE 棒球
🥎 1F94E 垒球
🏀 1F3C0 篮球
🏐 1F3D0 排球
🏈 1F3C8 美式橄榄球
🏉 1F3C9 英式橄榄球
🎾 1F3BE 网球
🥏 1F94F 飞盘
🎳 1F3B3 保龄球
🏏 1F3CF 板球
🏑 1F3D1 曲棍球
🏒 1F3D2 冰球
🥍 1F94D 袋棍球
🏓 1F3D3 乒乓球
🏸 1F3F8 羽毛球
🥊 1F94A 拳击手套
🥋 1F94B 练武服
🥅 1F945 球门
⛳ 26F3 高尔夫球洞
⛸ 26F8 滑冰
🎣 1F3A3 钓鱼竿
🤿 1F93F 潜水面罩
🎽 1F3BD 运动背心
🎿 1F3BF 滑雪
🛷 1F6F7 雪橇
🥌 1F94C 冰壶
🎯 1F3AF 正中靶心的飞镖
🪀 1FA80 悠悠球
🪁 1FA81 风筝
🎱 1F3B1 台球
🔮 1F52E 水晶球
🪄 1FA84 魔棒
🧿 1F9FF 纳扎尔护身符
🎮 1F3AE 游戏手柄
🕹 1F579 游戏操控杆
🎰 1F3B0 老虎机
🎲 1F3B2 骰子
🧩 1F9E9 拼图
🧸 1F9F8 泰迪熊
🪅 1FA85 彩罐
🪆 1FA86 套娃
♠ 2660 黑桃
♥ 2665 红桃
♦ 2666 方片
♣ 2663 梅花
♟ 265F 兵
🃏 1F0CF 大小王
🀄 1F004 红中
🎴 1F3B4 花札
🎭 1F3AD 面具
🖼 1F5BC 带框的画
🎨 1F3A8 调色盘
🧵 1F9F5 线
🪡 1FAA1 缝合针
🧶 1F9F6 毛线
🪢 1FAA2 结
👓 1F453 眼镜
🕶 1F576 墨镜
🥽 1F97D 护目镜
🥼 1F97C 白大褂
🦺 1F9BA 救生衣
👔 1F454 领带
👕 1F455 T恤
👖 1F456 牛仔裤
🧣 1F9E3 围巾
🧤 1F9E4 手套
🧥 1F9E5 外套
🧦 1F9E6 袜子
👗 1F457 连衣裙
👘 1F458 和服
🥻 1F97B 纱丽
🩱 1FA71 连体泳衣
🩲 1FA72 三角裤
🩳 1FA73 短裤
👙 1F459 比基尼
👚 1F45A 女装
👛 1F45B 钱包
👜 1F45C 手提包
👝 1F45D 手袋
🛍 1F6CD 购物袋
🎒 1F392 书包
🩴 1FA74 夹趾凉鞋
👞 1F45E 男鞋
👟 1F45F 跑鞋
🥾 1F97E 登山鞋
🥿 1F97F 平底鞋
👠 1F460 高跟鞋
👡 1F461 女式凉鞋
🩰 1FA70 芭蕾舞鞋
👢 1F462 女靴
👑 1F451 皇冠
👒 1F452 女帽
🎩 1F3A9 礼帽
🎓 1F393 毕业帽
🧢 1F9E2 鸭舌帽
🪖 1FA96 军用头盔
⛑ 26D1 白十字头盔
📿 1F4FF 念珠
💄 1F484 唇膏
💍 1F48D 戒指
💎 1F48E 宝石
🔇 1F507 已静音的扬声器
🔈 1F508 低音量的扬声器
🔉 1F509 中等音量的扬声器
🔊 1F50A 高音量的扬声器
📢 1F4E2 喇叭
📣 1F4E3 扩音器
📯 1F4EF 邮号
🔔 1F514 铃铛
🔕 1F515 禁止响铃
🎼 1F3BC 乐谱
🎵 1F3B5 音符
🎶 1F3B6 多个音符
🎙 1F399 录音室麦克风
🎚 1F39A 电平滑块
🎛 1F39B 控制旋钮
🎤 1F3A4 麦克风
🎧 1F3A7 耳机
📻 1F4FB 收音机
🎷 1F3B7 萨克斯管
🪗 1FA97 手风琴
🎸 1F3B8 吉他
🎹 1F3B9 音乐键盘
🎺 1F3BA 小号
🎻 1F3BB 小提琴
🪕 1FA95 班卓琴
🥁 1F941 鼓
🪘 1FA98 长鼓
📱 1F4F1 手机
📲 1F4F2 带有箭头的手机
☎ 260E 电话
📞 1F4DE 电话听筒
📟 1F4DF 寻呼机
📠 1F4E0 传真机
🔋 1F50B 电池
🔌 1F50C 电源插头
💻 1F4BB 笔记本电脑
🖥 1F5A5 台式电脑
🖨 1F5A8 打印机
⌨ 2328 键盘
🖱 1F5B1 电脑鼠标
🖲 1F5B2 轨迹球
💽 1F4BD 电脑光盘
💾 1F4BE 软盘
💿 1F4BF 光盘
📀 1F4C0 DVD
🧮 1F9EE 算盘
🎥 1F3A5 电影摄影机
🎞 1F39E 影片帧
📽 1F4FD 电影放映机
🎬 1F3AC 场记板
📺 1F4FA 电视机
📷 1F4F7 相机
📸 1F4F8 开闪光灯的相机
📹 1F4F9 摄像机
📼 1F4FC 录像带
🔍 1F50D 左斜的放大镜
🔎 1F50E 右斜的放大镜
🕯 1F56F 蜡烛
💡 1F4A1 灯泡
🔦 1F526 手电筒
🏮 1F3EE 红灯笼
🪔 1FA94 印度油灯
📔 1F4D4 精装笔记本
📕 1F4D5 合上的书本
📖 1F4D6 打开的书本
📗 1F4D7 绿色书本
📘 1F4D8 蓝色书本
📙 1F4D9 橙色书本
📚 1F4DA 书
📓 1F4D3 笔记本
📒 1F4D2 账本
📃 1F4C3 带卷边的页面
📜 1F4DC 卷轴
📄 1F4C4 文件
📰 1F4F0 报纸
🗞 1F5DE 报纸卷
📑 1F4D1 标签页
🔖 1F516 书签
🏷 1F3F7 标签
💰 1F4B0 钱袋
🪙 1FA99 硬币
💴 1F4B4 日元
💵 1F4B5 美元
💶 1F4B6 欧元
💷 1F4B7 英镑
💸 1F4B8 长翅膀的钱
💳 1F4B3 信用卡
🧾 1F9FE 收据
💹 1F4B9 趋势向上且带有日元符号的图表
✉ 2709 信封
📧 1F4E7 电子邮件
📨 1F4E8 来信
📩 1F4E9 收邮件
📤 1F4E4 发件箱
📥 1F4E5 收件箱
📦 1F4E6 包裹
📫 1F4EB 有待收信件
📪 1F4EA 无待收信件
📬 1F4EC 有新信件
📭 1F4ED 无新信件
📮 1F4EE 邮筒
🗳 1F5F3 投票箱
✏ 270F 铅笔
✒ 2712 钢笔尖
🖋 1F58B 钢笔
🖊 1F58A 笔
🖌 1F58C 画笔
🖍 1F58D 蜡笔
📝 1F4DD 备忘录
💼 1F4BC 公文包
📁 1F4C1 文件夹
📂 1F4C2 打开的文件夹
🗂 1F5C2 索引分隔文件夹
📅 1F4C5 日历
📆 1F4C6 手撕日历
🗒 1F5D2 线圈本
🗓 1F5D3 线圈日历
📇 1F4C7 卡片索引
📈 1F4C8 趋势向上的图表
📉 1F4C9 趋势向下的图表
📊 1F4CA 条形图
📋 1F4CB 剪贴板
📌 1F4CC 图钉
📍 1F4CD 圆图钉
📎 1F4CE 回形针
🖇 1F587 连起来的两个回形针
📏 1F4CF 直尺
📐 1F4D0 三角尺
✂ 2702 剪刀
🗃 1F5C3 卡片盒
🗄 1F5C4 文件柜
🗑 1F5D1 垃圾桶
🔒 1F512 合上的锁
🔓 1F513 打开的锁
🔏 1F50F 墨水笔和锁
🔐 1F510 钥匙和锁
🔑 1F511 钥匙
🗝 1F5DD 老式钥匙
🔨 1F528 锤子
🪓 1FA93 斧头
⛏ 26CF 铁镐
⚒ 2692 锤子与镐
🛠 1F6E0 锤子与扳手
🗡 1F5E1 匕首
⚔ 2694 交叉放置的剑
🔫 1F52B 手枪
🪃 1FA83 回旋镖
🏹 1F3F9 弓和箭
🛡 1F6E1 盾牌
🪚 1FA9A 木工锯
🔧 1F527 扳手
🪛 1FA9B 螺丝刀
🔩 1F529 螺母与螺栓
⚙ 2699 齿轮
🗜 1F5DC 夹钳
⚖ 2696 天平
🦯 1F9AF 盲杖
🔗 1F517 链接
⛓ 26D3 链条
🪝 1FA9D 挂钩
🧰 1F9F0 工具箱
🧲 1F9F2 磁铁
🪜 1FA9C 梯子
⚗ 2697 蒸馏器
🧪 1F9EA 试管
🧫 1F9EB 培养皿
🧬 1F9EC DNA
🔬 1F52C 显微镜
🔭 1F52D 望远镜
📡 1F4E1 卫星天线
💉 1F489 注射器
🩸 1FA78 血滴
💊 1F48A 药丸
🩹 1FA79 创可贴
🩺 1FA7A 听诊器
🚪 1F6AA 门
🛗 1F6D7 电梯
🪞 1FA9E 镜子
🪟 1FA9F 窗户
🛏 1F6CF 床
🛋 1F6CB 沙发和灯
🪑 1FA91 椅子
🚽 1F6BD 马桶
🪠 1FAA0 活塞
🚿 1F6BF 淋浴
🛁 1F6C1 浴缸
🪤 1FAA4 捕鼠器
🪒 1FA92 剃须刀
🧴 1F9F4 乳液瓶
🧷 1F9F7 安全别针
🧹 1F9F9 扫帚
🧺 1F9FA 筐
🧻 1F9FB 卷纸
🪣 1FAA3 桶
🧼 1F9FC 皂
🪥 1FAA5 牙刷
🧽 1F9FD 海绵
🧯 1F9EF 灭火器
🛒 1F6D2 购物车
🚬 1F6AC 香烟
⚰ 26B0 棺材
🪦 1FAA6 墓碑
⚱ 26B1 骨灰缸
🗿 1F5FF 摩埃
🪧 1FAA7 标语牌
🏧 1F3E7 取款机
🚮 1F6AE 倒垃圾
🚰 1F6B0 饮用水
♿ 267F 轮椅标识
🚹 1F6B9 男厕
🚺 1F6BA 女厕
🚻 1F6BB 卫生间
🚼 1F6BC 宝宝
🚾 1F6BE 厕所
🛂 1F6C2 护照检查
🛃 1F6C3 海关
🛄 1F6C4 提取行李
🛅 1F6C5 寄存行李
⚠ 26A0 警告
🚸 1F6B8 儿童过街
⛔ 26D4 禁止通行
🚫 1F6AB 禁止
🚳 1F6B3 禁止自行车
🚭 1F6AD 禁止吸烟
🚯 1F6AF 禁止乱扔垃圾
🚱 1F6B1 非饮用水
🚷 1F6B7 禁止行人通行
📵 1F4F5 禁止使用手机
🔞 1F51E 18禁
☢ 2622 辐射
☣ 2623 生物危害
⬆ 2B06 向上箭头
↗ 2197 右上箭头
➡ 27A1 向右箭头
↘ 2198 右下箭头
⬇ 2B07 向下箭头
↙ 2199 左下箭头
⬅ 2B05 向左箭头
↖ 2196 左上箭头
↕ 2195 上下箭头
↔ 2194 左右箭头
↩ 21A9 右转弯箭头
↪ 21AA 左转弯箭头
⤴ 2934 右上弯箭头
⤵ 2935 右下弯箭头
🔃 1F503 顺时针垂直箭头
🔄 1F504 逆时针箭头按钮
🔙 1F519 返回箭头
🔚 1F51A 结束箭头
🔛 1F51B ON! 箭头
🔜 1F51C SOON 箭头
🔝 1F51D 置顶
🛐 1F6D0 宗教场所
⚛ 269B 原子符号
🕉 1F549 奥姆
✡ 2721 六芒星
☸ 2638 法轮
☯ 262F 阴阳
✝ 271D 十字架
☦ 2626 东正教十字架
☪ 262A 星月
☮ 262E 和平符号
🕎 1F54E 烛台
🔯 1F52F 带中间点的六芒星
♈ 2648 白羊座
♉ 2649 金牛座
♊ 264A 双子座
♋ 264B 巨蟹座
♌ 264C 狮子座
♍ 264D 处女座
♎ 264E 天秤座
♏ 264F 天蝎座
♐ 2650 射手座
♑ 2651 摩羯座
♒ 2652 水瓶座
♓ 2653 双鱼座
⛎ 26CE 蛇夫座
🔀 1F500 随机播放音轨按钮
🔁 1F501 重复按钮
🔂 1F502 重复一次按钮
▶ 25B6 播放按钮
⏩ 23E9 快进按钮
⏭ 23ED 下一个音轨按钮
⏯ 23EF 播放或暂停按钮
◀ 25C0 倒退按钮
⏪ 23EA 快退按钮
⏮ 23EE 上一个音轨按钮
🔼 1F53C 向上三角形按钮
⏫ 23EB 快速上升按钮
🔽 1F53D 向下三角形按钮
⏬ 23EC 快速下降按钮
⏸ 23F8 暂停按钮
⏹ 23F9 停止按钮
⏺ 23FA 录制按钮
⏏ 23CF 推出按钮
🎦 1F3A6 电影院
🔅 1F505 低亮度按钮
🔆 1F506 高亮度按钮
📶 1F4F6 信号强度条
📳 1F4F3 振动模式
📴 1F4F4 手机关机
♀ 2640 女性符号
♂ 2642 男性符号
⚧ 26A7 跨性别符号
✖ 2716 乘
➕ 2795 加号
➖ 2796 减号
➗ 2797 除
♾ 267E 无限
‼ 203C 双感叹号
⁉ 2049 感叹疑问号
❓ 2753 问号
❔ 2754 白色问号
❕ 2755 白色感叹号
❗ 2757 感叹号
〰 3030 波浪型破折号
💱 1F4B1 货币兑换
💲 1F4B2 美元符号
⚕ 2695 医疗标志
♻ 267B 回收标志
⚜ 269C 百合花饰
🔱 1F531 三叉戟徽章
📛 1F4DB 姓名牌
🔰 1F530 日本新手驾驶标志
⭕ 2B55 红色空心圆圈
✅ 2705 勾号按钮
☑ 2611 勾选框
✔ 2714 勾号
❌ 274C 叉号
❎ 274E 叉号按钮
➰ 27B0 卷曲环
➿ 27BF 双卷曲环
〽 303D 庵点
✳ 2733 八轮辐星号
✴ 2734 八角星
❇ 2747 火花
© 00A9 版权
® 00AE 注册
™ 2122 商标
#⃣ 0023 20E3 按键: #
*⃣ 002A 20E3 按键: *
0⃣ 0030 20E3 按键: 0
1⃣ 0031 20E3 按键: 1
2⃣ 0032 20E3 按键: 2
3⃣ 0033 20E3 按键: 3
4⃣ 0034 20E3 按键: 4
5⃣ 0035 20E3 按键: 5
6⃣ 0036 20E3 按键: 6
7⃣ 0037 20E3 按键: 7
8⃣ 0038 20E3 按键: 8
9⃣ 0039 20E3 按键: 9
🔟 1F51F 按键: 10
🔠 1F520 输入大写拉丁字母
🔡 1F521 输入小写拉丁字母
🔢 1F522 输入数字
🔣 1F523 输入符号
🔤 1F524 输入拉丁字母
🅰 1F170 A 型血
🆎 1F18E AB 型血
🅱 1F171 B 型血
🆑 1F191 CL按钮
🆒 1F192 cool按钮
🆓 1F193 免费按钮
ℹ 2139 信息
🆔 1F194 ID按钮
Ⓜ 24C2 圆圈包围的M
🆕 1F195 new按钮
🆖 1F196 NG按钮
🅾 1F17E O 型血
🆗 1F197 OK按钮
🅿 1F17F 停车按钮
🆘 1F198 SOS按钮
🆙 1F199 up按钮
🆚 1F19A VS按钮
🈁 1F201 日文的“这里”按钮
🈂 1F202 日文的“服务费”按钮
🈷 1F237 日文的“月总量”按钮
🈶 1F236 日文的“收费”按钮
🈯 1F22F 日文的“预留”按钮
🉐 1F250 日文的“议价”按钮
🈹 1F239 日文的“打折”按钮
🈚 1F21A 日文的“免费”按钮
🈲 1F232 日文的“禁止”按钮
🉑 1F251 日文的“可接受”按钮
🈸 1F238 日文的“申请”按钮
🈴 1F234 日文的“合格”按钮
🈳 1F233 日文的“有空位”按钮
㊗ 3297 日文的“祝贺”按钮
㊙ 3299 日文的“秘密”按钮
🈺 1F23A 日文的“开始营业”按钮
🈵 1F235 日文的“没有空位”按钮
🔴 1F534 红色圆
🟠 1F7E0 橙色圆
🟡 1F7E1 黄色圆
🟢 1F7E2 绿色圆
🔵 1F535 蓝色圆
🟣 1F7E3 紫色圆
🟤 1F7E4 棕色圆
⚫ 26AB 黑色圆
⚪ 26AA 白色圆
🟥 1F7E5 红色方块
🟧 1F7E7 橙色方块
🟨 1F7E8 黄色方块
🟩 1F7E9 绿色方块
🟦 1F7E6 蓝色方块
🟪 1F7EA 紫色方块
🟫 1F7EB 棕色方块
⬛ 2B1B 黑线大方框
⬜ 2B1C 白线大方框
◼ 25FC 黑色中方块
◻ 25FB 白色中方块
◾ 25FE 黑色中小方块
◽ 25FD 白色中小方块
▪ 25AA 黑色小方块
▫ 25AB 白色小方块
🔶 1F536 橙色大菱形
🔷 1F537 蓝色大菱形
🔸 1F538 橙色小菱形
🔹 1F539 蓝色小菱形
🔺 1F53A 红色正三角
🔻 1F53B 红色倒三角
💠 1F4A0 带圆点的菱形
🔘 1F518 单选按钮
🔳 1F533 白色方形按钮
🔲 1F532 黑色方形按钮
🏁 1F3C1 终点旗
🚩 1F6A9 三角旗
🎌 1F38C 交叉旗
🏴 1F3F4 举黑旗
🏳 1F3F3 举白旗
🏳‍🌈 1F3F3 200D 1F308 彩虹旗
🏳‍⚧ 1F3F3 200D 26A7 跨性别旗
🏴‍☠ 1F3F4 200D 2620 海盗旗
🇦🇨 1F1E6 1F1E8 旗: 阿森松岛
🇦🇩 1F1E6 1F1E9 旗: 安道尔
🇦🇪 1F1E6 1F1EA 旗: 阿拉伯联合酋长国
🇦🇫 1F1E6 1F1EB 旗: 阿富汗
🇦🇬 1F1E6 1F1EC 旗: 安提瓜和巴布达
🇦🇮 1F1E6 1F1EE 旗: 安圭拉
🇦🇱 1F1E6 1F1F1 旗: 阿尔巴尼亚
🇦🇲 1F1E6 1F1F2 旗: 亚美尼亚
🇦🇴 1F1E6 1F1F4 旗: 安哥拉
🇦🇶 1F1E6 1F1F6 旗: 南极洲
🇦🇷 1F1E6 1F1F7 旗: 阿根廷
🇦🇸 1F1E6 1F1F8 旗: 美属萨摩亚
🇦🇹 1F1E6 1F1F9 旗: 奥地利
🇦🇺 1F1E6 1F1FA 旗: 澳大利亚
🇦🇼 1F1E6 1F1FC 旗: 阿鲁巴
🇦🇽 1F1E6 1F1FD 旗: 奥兰群岛
🇦🇿 1F1E6 1F1FF 旗: 阿塞拜疆
🇧🇦 1F1E7 1F1E6 旗: 波斯尼亚和黑塞哥维那
🇧🇧 1F1E7 1F1E7 旗: 巴巴多斯
🇧🇩 1F1E7 1F1E9 旗: 孟加拉国
🇧🇪 1F1E7 1F1EA 旗: 比利时
🇧🇫 1F1E7 1F1EB 旗: 布基纳法索
🇧🇬 1F1E7 1F1EC 旗: 保加利亚
🇧🇭 1F1E7 1F1ED 旗: 巴林
🇧🇮 1F1E7 1F1EE 旗: 布隆迪
🇧🇯 1F1E7 1F1EF 旗: 贝宁
🇧🇱 1F1E7 1F1F1 旗: 圣巴泰勒米
🇧🇲 1F1E7 1F1F2 旗: 百慕大
🇧🇳 1F1E7 1F1F3 旗: 文莱
🇧🇴 1F1E7 1F1F4 旗: 玻利维亚
🇧🇶 1F1E7 1F1F6 旗: 荷属加勒比区
🇧🇷 1F1E7 1F1F7 旗: 巴西
🇧🇸 1F1E7 1F1F8 旗: 巴哈马
🇧🇹 1F1E7 1F1F9 旗: 不丹
🇧🇻 1F1E7 1F1FB 旗: 布韦岛
🇧🇼 1F1E7 1F1FC 旗: 博茨瓦纳
🇧🇾 1F1E7 1F1FE 旗: 白俄罗斯
🇧🇿 1F1E7 1F1FF 旗: 伯利兹
🇨🇦 1F1E8 1F1E6 旗: 加拿大
🇨🇨 1F1E8 1F1E8 旗: 科科斯（基林）群岛
🇨🇩 1F1E8 1F1E9 旗: 刚果（金）
🇨🇫 1F1E8 1F1EB 旗: 中非共和国
🇨🇬 1F1E8 1F1EC 旗: 刚果（布）
🇨🇭 1F1E8 1F1ED 旗: 瑞士
🇨🇮 1F1E8 1F1EE 旗: 科特迪瓦
🇨🇰 1F1E8 1F1F0 旗: 库克群岛
🇨🇱 1F1E8 1F1F1 旗: 智利
🇨🇲 1F1E8 1F1F2 旗: 喀麦隆
🇨🇳 1F1E8 1F1F3 旗: 中国
🇨🇴 1F1E8 1F1F4 旗: 哥伦比亚
🇨🇵 1F1E8 1F1F5 旗: 克利珀顿岛
🇨🇷 1F1E8 1F1F7 旗: 哥斯达黎加
🇨🇺 1F1E8 1F1FA 旗: 古巴
🇨🇻 1F1E8 1F1FB 旗: 佛得角
🇨🇼 1F1E8 1F1FC 旗: 库拉索
🇨🇽 1F1E8 1F1FD 旗: 圣诞岛
🇨🇾 1F1E8 1F1FE 旗: 塞浦路斯
🇨🇿 1F1E8 1F1FF 旗: 捷克
🇩🇪 1F1E9 1F1EA 旗: 德国
🇩🇬 1F1E9 1F1EC 旗: 迪戈加西亚岛
🇩🇯 1F1E9 1F1EF 旗: 吉布提
🇩🇰 1F1E9 1F1F0 旗: 丹麦
🇩🇲 1F1E9 1F1F2 旗: 多米尼克
🇩🇴 1F1E9 1F1F4 旗: 多米尼加共和国
🇩🇿 1F1E9 1F1FF 旗: 阿尔及利亚
🇪🇦 1F1EA 1F1E6 旗: 休达及梅利利亚
🇪🇨 1F1EA 1F1E8 旗: 厄瓜多尔
🇪🇪 1F1EA 1F1EA 旗: 爱沙尼亚
🇪🇬 1F1EA 1F1EC 旗: 埃及
🇪🇭 1F1EA 1F1ED 旗: 西撒哈拉
🇪🇷 1F1EA 1F1F7 旗: 厄立特里亚
🇪🇸 1F1EA 1F1F8 旗: 西班牙
🇪🇹 1F1EA 1F1F9 旗: 埃塞俄比亚
🇪🇺 1F1EA 1F1FA 旗: 欧盟
🇫🇮 1F1EB 1F1EE 旗: 芬兰
🇫🇯 1F1EB 1F1EF 旗: 斐济
🇫🇰 1F1EB 1F1F0 旗: 福克兰群岛
🇫🇲 1F1EB 1F1F2 旗: 密克罗尼西亚
🇫🇴 1F1EB 1F1F4 旗: 法罗群岛
🇫🇷 1F1EB 1F1F7 旗: 法国
🇬🇦 1F1EC 1F1E6 旗: 加蓬
🇬🇧 1F1EC 1F1E7 旗: 英国
🇬🇩 1F1EC 1F1E9 旗: 格林纳达
🇬🇪 1F1EC 1F1EA 旗: 格鲁吉亚
🇬🇫 1F1EC 1F1EB 旗: 法属圭亚那
🇬🇬 1F1EC 1F1EC 旗: 根西岛
🇬🇭 1F1EC 1F1ED 旗: 加纳
🇬🇮 1F1EC 1F1EE 旗: 直布罗陀
🇬🇱 1F1EC 1F1F1 旗: 格陵兰
🇬🇲 1F1EC 1F1F2 旗: 冈比亚
🇬🇳 1F1EC 1F1F3 旗: 几内亚
